expression,reading,meaning,tags,part_of_speech
踏切,ふみきり,railway crossing; level crossing; starting line; scratch; crossover,JLPT_2,noun
麓,ふもと,the foot; the bottom; the base (of a mountain),JLPT_2,noun
フライパン,フライパン,fry pan; frying pan,JLPT_2,noun
ブラウス,ブラウス,blouse,JLPT_2,noun
ぶらさげる,ぶらさげる,to hang; to suspend; to swing,JLPT_2,verb
ブラシ,ブラシ,brush,JLPT_2,noun
プラットホーム,プラットホーム,platform,JLPT_2,noun
～振り,～ぶり,after an interval of ~,JLPT_2,noun
フリー,フリー,free,JLPT_2,noun
振り仮名,ふりがな,pronunciation key,JLPT_2,noun
振り向く,ふりむく,to turn one's face; to turn around,JLPT_2,verb
プリント,プリント,print; handout,JLPT_2,noun
古～,ふる～,old ~,JLPT_2,noun
故郷,ふるさと,home town; birthplace,JLPT_2,noun
古里,ふるさと,home town; birthplace,JLPT_2,noun
振舞う,ふるまう,to behave; to conduct,JLPT_2,verb
ブローチ,ブローチ,brooch,JLPT_2,noun
プログラム,プログラム,program,JLPT_2,noun
風呂敷,ふろしき,wrapping cloth; cloth wrapper,JLPT_2,noun
ふわふわ,ふわふわ,light; soft,JLPT_2,adverb
噴火,ふんか,eruption,JLPT_2,noun
分解,ぶんかい,analysis; disassembly,JLPT_2,noun
文芸,ぶんげい,literature; art and literature,JLPT_2,noun
文献,ぶんけん,literature; books (reference),JLPT_2,noun
噴水,ふんすい,water fountain,JLPT_2,noun
分数,ぶんすう,fraction (in math),JLPT_2,noun
文体,ぶんたい,literary style,JLPT_2,noun
分布,ぶんぷ,distribution,JLPT_2,noun
文房具,ぶんぼうぐ,stationery,JLPT_2,noun
文脈,ぶんみゃく,context,JLPT_2,noun
分量,ぶんりょう,amount; quantity,JLPT_2,noun
分類,ぶんるい,classification,JLPT_2,noun
閉会,へいかい,closure,JLPT_2,noun
平気,へいき,coolness; calmness; unconcern,JLPT_2,noun
並行,へいこう,(going) side by side; concurrent; at the same time,JLPT_1,noun
平日,へいじつ,weekday,JLPT_2,noun
兵隊,へいたい,soldier,JLPT_2,noun
平凡,へいぼん,common; ordinary,JLPT_2,noun
平野,へいや,plain; open field,JLPT_2,noun
凹む,へこむ,to be dented; to be indented,JLPT_2,verb
へそ,へそ,navel; belly-button,JLPT_2,noun
隔てる,へだてる,to be shut out,JLPT_2,verb
別荘,べっそう,villa; vacation home; summer cottage,JLPT_2,noun
別々,べつべつ,separately; individually,JLPT_2,noun
ベテラン,ベテラン,veteran,JLPT_2,noun
ヘリコプター,ヘリコプター,helicopter,JLPT_2,noun
～遍,～へん,time,JLPT_2,adjective
～弁,～べん,speech; dialect,JLPT_2,noun
編集,へんしゅう,editing; compilation; editorial (e.g.; committee),JLPT_2,noun
便所,べんじょ,toilet; lavatory,JLPT_2,noun
ペンチ,ペンチ,pliers (lit: pinchers),JLPT_2,noun
～歩,～ほ,step; pace,JLPT_2,noun
～ぽい,～ぽい,~ish,JLPT_2,adjective
～ほう (ひかく),～ほう (ひかく),(in comparison),JLPT_2,noun
防～,ぼう～,~ prevention,JLPT_2,noun
望遠鏡,ぼうえんきょう,telescope,JLPT_2,noun
方角,ほうがく,direction; way,JLPT_2,noun
箒,ほうき,broom,JLPT_2,noun
方言,ほうげん,dialect,JLPT_2,noun
坊さん,ぼうさん,Buddhist priest; monk,JLPT_2,noun
防止,ぼうし,prevention; check,JLPT_2,noun
方針,ほうしん,objective; plan; policy,JLPT_2,noun
法則,ほうそく,law; rule,JLPT_2,noun
包帯,ほうたい,bandage,JLPT_2,noun
膨大,ぼうだい,enormous; extensive,JLPT_2,noun
包丁,ほうちょう,kitchen knife; carving knife,JLPT_2,noun
方程式,ほうていしき,equation,JLPT_2,noun
防犯,ぼうはん,prevention of crime,JLPT_2,noun
方面,ほうめん,direction; area,JLPT_2,noun
坊や,ぼうや,boy,JLPT_2,noun
放る,ほうる,to let go,JLPT_2,verb
ボーナス,ボーナス,bonus,JLPT_2,noun
朗らか,ほがらか,bright; cheerful; melodious,JLPT_2,adjective
牧場,ぼくじょう,farm (livestock); pasture land,JLPT_2,noun
牧畜,ぼくちく,stock-farming,JLPT_2,noun
保健,ほけん,health preservation; hygiene; sanitation,JLPT_2,noun
募集,ぼしゅう,recruitment,JLPT_2,noun
干す,ほす,to air; to dry; to drink up,JLPT_2,verb
ポスター,ポスター,poster,JLPT_2,noun
北極,ほっきょく,North Pole,JLPT_2,noun
坊っちゃん,ぼっちゃん,son (of others),JLPT_2,noun
解く,ほどく,to unfasten,JLPT_2,verb
掘る,ほる,to dig; to excavate,JLPT_2,verb
彫る,ほる,to carve; to chisel,JLPT_2,verb
ぼろ,ぼろ,rag; tattered clothes,JLPT_2,noun
盆,ぼん,Festival of the Dead; tray,JLPT_2,noun
盆地,ぼんち,basin (e.g.; between mountains),JLPT_2,noun
ほんの～,ほんの～,mere; just,JLPT_2,noun
本部,ほんぶ,headquarters,JLPT_2,noun
本来,ほんらい,essentially; naturally; by nature,JLPT_2,noun
まあまあ,まあまあ,okay; so-so; decent,JLPT_2,adverb
毎～,まい～,every ~,JLPT_2,noun
枚数,まいすう,the number of flat things,JLPT_2,noun
毎度,まいど,each time; common service-sector greeting,JLPT_2,noun
枕,まくら,pillow,JLPT_2,noun
曲げる,まげる,to bend; to crook; to lean,JLPT_2,verb
まごまご,まごまご,confused; be at a loss,JLPT_2,adverb
摩擦,まさつ,friction; rubbing; chafe,JLPT_2,noun
マスク,マスク,mask,JLPT_2,noun
またぐ,またぐ,to straddle,JLPT_2,verb
待合室,まちあいしつ,waiting room,JLPT_2,noun
待ち合わせる,まちあわせる,to rendezvous; to meet at a prearranged place and time,JLPT_2,verb
街角,まちかど,street corner,JLPT_2,noun
真っ暗,まっくら,total darkness,JLPT_2,adjective
真っ黒,まっくろ,pitch black,JLPT_2,adjective
真っ青,まっさお,deep blue; ghastly pale,JLPT_2,noun
真っ先,まっさき,foremost; beginning,JLPT_2,noun
真っ白,まっしろ,pure white,JLPT_2,adjective
祭る,まつる,to deify; to enshrine,JLPT_2,verb
窓口,まどぐち,(ticket) window,JLPT_2,noun
真似る,まねる,to mimic; to imitate,JLPT_2,verb
まぶた,まぶた,eyelids,JLPT_2,noun
マフラー,マフラー,a winter scarf,JLPT_2,noun
間も無く,まもなく,soon; in a short time,JLPT_2,adjective
マラソン,マラソン,marathon,JLPT_2,noun
稀,まれ,rare; seldom,JLPT_2,adjective
回り道,まわりみち,detour,JLPT_2,noun
満員,まんいん,full house; no vacancy; sold out,JLPT_2,noun
マンション,マンション,multistory apartment house; condominium,JLPT_2,noun
満点,まんてん,perfect score,JLPT_2,noun
未～,み～,not yet ~,JLPT_2,noun
見上げる,みあげる,to look up at; to admire,JLPT_2,verb
見送る,みおくる,to see off; to escort; to let pass,JLPT_2,verb
見下ろす,みおろす,to overlook; to look down on something,JLPT_2,verb
見掛け,みかけ,outward appearance,JLPT_2,noun
三日月,みかづき,crescent moon,JLPT_2,noun
岬,みさき,cape (on coast),JLPT_2,noun
みじめ,みじめ,sad; pitiful; wretched,JLPT_2,adjective
ミシン,ミシン,sewing machine,JLPT_2,noun
自ら,みずから,for one's self; personally,JLPT_2,noun
水着,みずぎ,bathing suit (woman's),JLPT_2,noun
店屋,みせや,store; shop,JLPT_2,noun
～みたい,～みたい,looks like ~,JLPT_2,noun
見出し,みだし,heading; index,JLPT_2,noun
道順,みちじゅん,itinerary; route,JLPT_2,noun
みっともない,みっともない,shameful; indecent,JLPT_2,adjective
見詰める,みつめる,to stare at; to gaze at,JLPT_2,verb
見直す,みなおす,to look over again; to review,JLPT_2,verb
見慣れる,みなれる,to become used to seeing; to be familiar with,JLPT_2,verb
醜い,みにくい,ugly,JLPT_2,adjective
実る,みのる,to bear fruit; to ripen,JLPT_2,verb
身分,みぶん,position; status,JLPT_2,noun
見本,みほん,sample,JLPT_2,noun
見舞う,みまう,to ask after (health); to visit,JLPT_2,verb
未満,みまん,less than; insufficient,JLPT_2,noun
名字,みょうじ,surname; family name,JLPT_2,noun
ミリ (メートル),ミリ (メートル),milli-,JLPT_2,noun
民間,みんかん,private; civilian,JLPT_2,noun
民主～,みんしゅ～,democratic,JLPT_2,noun
民謡,みんよう,folk song; popular song,JLPT_2,noun
～向け,～むけ,for ~,JLPT_2,noun
無限,むげん,infinite,JLPT_2,noun
無地,むじ,plain,JLPT_2,noun
矛盾,むじゅん,contradiction; inconsistency,JLPT_2,noun
無数,むすう,countless number; infinite number,JLPT_2,noun
紫,むらさき,purple color; violet,JLPT_2,noun
群れ,むれ,crowd; flock; herd,JLPT_2,noun
姪,めい,niece,JLPT_2,noun
名～,めい～,famous ~,JLPT_2,noun
～名,～めい,counter for people,JLPT_2,noun
名作,めいさく,masterpiece,JLPT_2,noun
名所,めいしょ,famous place,JLPT_2,noun
命ずる,めいずる,to command; to appoint,JLPT_2,verb
迷信,めいしん,superstition,JLPT_2,noun
名物,めいぶつ,famous product; special product; speciality,JLPT_2,noun
銘々,めいめい,each; individual,JLPT_2,noun
恵まれる,めぐまれる,to be blessed with; to be rich in,JLPT_2,verb
巡る,めぐる,to go around,JLPT_2,verb
目指す,めざす,to aim at; to have an eye on,JLPT_2,verb
目覚し,めざまし,alarm-clock,JLPT_2,noun
目下,めした,at present; now,JLPT_2,noun
目印,めじるし,mark; sign; landmark,JLPT_2,noun
目立つ,めだつ,to be conspicuous; to stand out,JLPT_2,verb
めちゃくちゃ,めちゃくちゃ,absurd; messed up; wrecked,JLPT_2,adjective
めっきり,めっきり,remarkably,JLPT_2,adverb
めでたい,めでたい,happy; propitious; joyous,JLPT_2,adjective
メニュー,メニュー,menu,JLPT_2,noun
めまい,めまい,dizziness; giddiness,JLPT_2,noun
目安,めやす,criterion; aim,JLPT_2,noun
免税,めんぜい,tax exemption,JLPT_2,noun
面積,めんせき,area,JLPT_2,noun
面倒臭い,めんどうくさい,bother to do; tiresome,JLPT_2,adjective
儲かる,もうかる,to be profitable; to yield a profit,JLPT_2,verb
儲ける,もうける,to earn; to have (bear; beget) a child,JLPT_2,verb
申し訳ない,もうしわけない,inexcusable; I am sorry,JLPT_2,noun
モーター,モーター,motor,JLPT_2,noun
木材,もくざい,lumber; timber; wood,JLPT_2,noun
目次,もくじ,table of contents,JLPT_2,noun
潜る,もぐる,to drive; to pass through; to evade; to hide,JLPT_2,verb
もしかしたら,もしかしたら,perhaps; maybe; by some chance,JLPT_2,verb
もたれる,もたれる,to lean against; to lean on,JLPT_2,verb
モダン,モダン,modern,JLPT_2,noun
餅,もち,sticky rice cake,JLPT_2,noun
～もち,～もち,person who has ~,JLPT_2,noun
モデル,モデル,a fashion model,JLPT_2,noun
元々,もともと,originally; by nature; from the start,JLPT_2,adverb
物置,ものおき,storage room,JLPT_2,noun
物語る,ものがたる,to tell; to indicate,JLPT_2,verb
物差し,ものさし,ruler; measure,JLPT_2,noun
物凄い,ものすごい,earth-shattering; staggering; to a very great extent,JLPT_2,adjective
モノレール,モノレール,monorail,JLPT_2,noun
紅葉,もみじ,(Japanese) maple,JLPT_2,noun
揉む,もむ,to rub; to crumple (up); to wrinkle,JLPT_2,verb
催し,もよおし,event; festivities; function,JLPT_2,noun
盛る,もる,to serve (food); to fill up; to prescribe,JLPT_2,verb
～問,～もん,counter for questions,JLPT_2,noun
問答,もんどう,questions and answers; dialogue,JLPT_2,noun
～夜,～や,counter for nights,JLPT_2,noun
やかましい,やかましい,to be fussy; to be overly critical,JLPT_2,adjective
夜間,やかん,at night; nighttime,JLPT_2,noun
やかん,やかん,kettle,JLPT_2,noun
役者,やくしゃ,actor,JLPT_2,noun
役所,やくしょ,government office; public office,JLPT_2,noun
役人,やくにん,government official,JLPT_2,noun
薬品,やくひん,medicine(s); chemical(s),JLPT_2,noun
役目,やくめ,duty; business,JLPT_2,noun
火傷,やけど,burn; scald,JLPT_2,noun
夜行,やこう,night train; night travel,JLPT_2,noun
矢印,やじるし,directing arrow,JLPT_2,noun
やたらに,やたらに,randomly; recklessly; blindly,JLPT_2,adverb
薬局,やっきょく,pharmacy; drugstore,JLPT_2,noun
やっつける,やっつける,to attack (an enemy); to beat; to finish off,JLPT_2,verb
家主,やぬし,landlord,JLPT_2,noun
やっぱり,やっぱり,after all; anyway,JLPT_2,adverb
破く,やぶく,to tear,JLPT_2,verb
やむをえない,やむをえない,cannot be helped; unavoidable,JLPT_2,adjective
軟らかい,やわらかい,soft; tender; limp,JLPT_2,adjective
遊園地,ゆうえんち,amusement park,JLPT_2,noun
夕刊,ゆうかん,evening paper,JLPT_2,noun
郵送,ゆうそう,mailing,JLPT_2,noun
夕立,ゆうだち,(sudden) evening shower (rain),JLPT_2,noun
夕日,ゆうひ,(in) the evening sun; setting sun,JLPT_2,noun
悠々,ゆうゆう,quiet; calm; leisurely,JLPT_2,adverb
有料,ゆうりょう,admission-paid; toll,JLPT_2,noun
浴衣,ゆかた,bathrobe; informal summer kimono,JLPT_2,noun
行方,ゆくえ,one's whereabouts,JLPT_2,noun
湯気,ゆげ,steam,JLPT_2,noun
輸血,ゆけつ,blood transfusion,JLPT_2,noun
輸送,ゆそう,transport; transportation,JLPT_2,noun
油断,ゆだん,negligence; unpreparedness,JLPT_2,noun
湯飲み,ゆのみ,teacup,JLPT_2,noun
緩い,ゆるい,loose; lenient; slow,JLPT_2,adjective
溶岩,ようがん,lava,JLPT_2,noun
用語,ようご,term; terminology,JLPT_2,noun
要旨,ようし,gist; essentials; summary,JLPT_2,noun
幼児,ようじ,infant; baby; child,JLPT_2,noun
容積,ようせき,capacity; volume,JLPT_2,noun
幼稚,ようち,infancy; childish; infantile,JLPT_2,adjective
幼稚園,ようちえん,kindergarten,JLPT_2,noun
用途,ようと,use; usefulness,JLPT_2,noun
洋品店,ようひんてん,clothes store,JLPT_2,noun
養分,ようぶん,nourishment; nutrient,JLPT_2,noun
羊毛,ようもう,wool,JLPT_2,noun
漸く,ようやく,at last; finally; hardly,JLPT_2,adverb
要領,ようりょう,gist; essentials; outline,JLPT_2,noun
翌～,よく～,next ~,JLPT_2,noun
欲張り,よくばり,greedy,JLPT_2,noun
余計,よけい,too much; unnecessary; abundance; surplus; excess; superfluity,JLPT_2,adverb
よこす,よこす,to send; to forward; to hand over (e.g.; money),JLPT_2,verb
余所,よそ,another place; somewhere else; strange parts,JLPT_2,noun
四つ角,よつかど,four corners; crossroads,JLPT_2,noun
酔っ払い,よっぱらい,drunkard,JLPT_2,verb
予備,よび,preparation; spare,JLPT_2,noun
呼び掛ける,よびかける,to call out to; to accost; to address (crowd); to appeal,JLPT_2,verb
呼び出す,よびだす,to summon; to call (e.g.; phone),JLPT_2,verb
蘇る,よみがえる,to be resurrected; to be revived,JLPT_2,verb
慶ぶ,よろこぶ,to be delighted; to be glad,JLPT_2,verb
～等,～ら,plural persons,JLPT_2,noun
来日,らいにち,coming to Japan; visit to Japan,JLPT_2,noun
落第,らくだい,failure; dropping out of a class,JLPT_2,noun
ラッシュアワー,ラッシュアワー,rush hour,JLPT_2,noun
欄,らん,column of text (e.g.; as in a newspaper),JLPT_2,noun
ランチ,ランチ,lunch,JLPT_2,noun
ランニング,ランニング,running; tank top,JLPT_2,noun
乱暴,らんぼう,rude; violent; rough,JLPT_2,noun
理科,りか,science,JLPT_2,noun
利害,りがい,advantages and disadvantages; interest,JLPT_2,noun
段階,だんかい,gradation; grade; stage,JLPT_2,noun
短期,たんき,short term,JLPT_2,noun
炭鉱,たんこう,coal mine; coal pit,JLPT_2,noun
短所,たんしょ,defect; weak point; disadvantage,JLPT_2,noun
たんす,たんす,chest of drawers,JLPT_2,noun
淡水,たんすい,fresh water,JLPT_2,noun
断水,だんすい,water outage,JLPT_2,noun
単数,たんすう,singular (number),JLPT_2,noun
団地,だんち,housing complex,JLPT_2,noun
断定,だんてい,conclusion; decision,JLPT_2,noun
短編,たんぺん,short (e.g.; story; film),JLPT_2,noun
誓う,ちかう,to swear; to vow,JLPT_2,verb
地下水,ちかすい,underground water,JLPT_2,noun
近々,ちかぢか,soon; before long,JLPT_2,adverb
近付ける,ちかづける,to bring near; to put close; to let come near,JLPT_2,verb
近寄る,ちかよる,to approach; to draw near,JLPT_2,verb
力強い,ちからづよい,powerful; strong; vigorous,JLPT_2,adjective
ちぎる,ちぎる,to cut up fine; to pick (fruit),JLPT_2,verb
地質,ちしつ,geological features,JLPT_2,noun
知人,ちじん,friend; acquaintance,JLPT_2,noun
地帯,ちたい,area; zone,JLPT_2,noun
縮む,ちぢむ,to shrink; to be contracted,JLPT_2,verb
縮める,ちぢめる,to shorten; to reduce; to shrink,JLPT_2,verb
縮れる,ちぢれる,to be wavy; to be curled,JLPT_2,verb
チップ,チップ,gratuity; tip; chip,JLPT_2,noun
地点,ちてん,site; point on a map,JLPT_2,noun
地名,ちめい,place name,JLPT_2,noun
茶色い,ちゃいろい,brown,JLPT_2,adjective
～着,～ちゃく,counter for clothes; finishing place,JLPT_2,noun
着々,ちゃくちゃく,steadily,JLPT_2,adverb
中間,ちゅうかん,middle; midway; interim,JLPT_2,noun
中旬,ちゅうじゅん,second third of a month,JLPT_2,noun
抽象,ちゅうしょう,abstract,JLPT_2,noun
中世,ちゅうせい,Middle Ages; medieval times,JLPT_2,noun
中性,ちゅうせい,neuter gender; neutral,JLPT_2,noun
中途,ちゅうと,in the middle; half-way,JLPT_2,noun
中年,ちゅうねん,middle-aged,JLPT_2,noun
長～,ちょう～,long ~,JLPT_2,noun
～庁,～ちょう,office; agency,JLPT_2,noun
～兆,～ちょう,trillion,JLPT_2,noun
～長,～ちょう,leader; head,JLPT_2,noun
～帳,～ちょう,~ book; notebook,JLPT_2,noun
超過,ちょうか,excess; being more than,JLPT_2,noun
彫刻,ちょうこく,carving; engraving; sculpture,JLPT_2,noun
長所,ちょうしょ,strong point; merit; advantage,JLPT_2,noun
長女,ちょうじょ,eldest daughter,JLPT_2,noun
調整,ちょうせい,regulation; adjustment; tuning,JLPT_2,noun
調節,ちょうせつ,regulation; adjustment; control,JLPT_2,noun
