expression,reading,romaji,meaning,tags,part_of_speech,most_200_verb,transitivity
感動,かんどう,kandou,being deeply moved; excitement,JLPT_2,noun,x,
監督,かんとく,kantoku,supervision; control; (movie) director,JLPT_3,noun,x,
管理,かんり,kanri,control; management (e.g.; of a business),JLPT_2,noun,o,
完了,かんりょう,kanryou,completion; conclusion,JLPT_2,noun,o,
関連,かんれん,kanren,relation; connection; relevance,JLPT_2,noun,x,
議員,ぎいん,giin,member of the Diet; congress; or parliament,JLPT_2,noun,x,
記憶,きおく,kioku,memory; recollection; remembrance,JLPT_2,noun,x,
気温,きおん,kion,temperature (weather - not used for things),JLPT_3,noun,x,
機械,きかい,kikai,machine; machinery,JLPT_3,noun,x,
器械,きかい,kikai,instrument,JLPT_2,noun,x,
議会,ぎかい,gikai,Diet; congress; parliament,JLPT_2,noun,x,
期間,きかん,kikan,period; term,JLPT_2,noun,x,
機関,きかん,kikan,engine; institution; organization,JLPT_2,noun,x,
企業,きぎょう,kigyou,industry; business; undertaking,JLPT_3,noun,x,
効く,きく,kiku,to be effective,JLPT_3,verb,x,both
期限,きげん,kigen,deadline; term,JLPT_2,noun,x,
機嫌,きげん,kigen,humor; temper; mood,JLPT_2,noun,x,
気候,きこう,kikou,climate,JLPT_2,noun,x,
岸,きし,kishi,bank; coast; shore,JLPT_2,noun,x,
生地,きじ,kiji,fabric; dough,JLPT_2,noun,x,
記事,きじ,kiji,article; news story,JLPT_2,noun,x,
技師,ぎし,gishi,engineer; technician,JLPT_2,noun,x,
記者,きしゃ,kisha,reporter,JLPT_3,noun,x,
傷,きず,kizu,wound; injury; hurt,JLPT_2,noun,x,
期待,きたい,kitai,expectation; anticipation; hope,JLPT_2,noun,x,
気体,きたい,kitai,vapor; gas,JLPT_2,noun,x,
帰宅,きたく,kitaku,returning home,JLPT_2,noun,x,
貴重,きちょう,kichou,precious; valuable,JLPT_2,adjective,x,
議長,ぎちょう,gichou,chairman,JLPT_2,noun,x,
きちんと,きちんと,kichinto,precisely; accurately,JLPT_2,adverb,x,
きつい,きつい,kitsui,tight; close; intense,JLPT_2,adjective,x,
気付く,きづく,kizuku,to notice; to recognize; to become aware of,JLPT_3,verb,x,intransitive
気に入る,きにいる,kiniiru,to like; to be please,JLPT_3,verb,x,intransitive
記入,きにゅう,kinyuu,entry; filling in of forms,JLPT_2,noun,x,
記念,きねん,kinen,commemoration; memory,JLPT_2,noun,x,
機能,きのう,kinou,function; faculty,JLPT_2,noun,x,
気の毒,きのどく,kinodoku,pitiful; a pity,JLPT_2,noun,x,
寄付,きふ,kifu,contribution; donation,JLPT_2,noun,x,
希望,きぼう,kibou,hope; wish; aspiration,JLPT_3,noun,x,
基本,きほん,kihon,basic; basis,JLPT_3,noun,x,
決まり,きまり,kimari,settlement; conclusion; rule,JLPT_3,verb,x,unspecified
気味,きみ,kimi,-like; -looking; -looked,JLPT_2,noun,x,
奇妙,きみょう,kimyou,strange; queer; curious,JLPT_2,adjective,x,
義務,ぎむ,gimu,duty; obligation; responsibility,JLPT_2,noun,x,
疑問,ぎもん,gimon,question; problem; doubt,JLPT_2,adjective,x,
逆,ぎゃく,gyaku,reverse; opposite,JLPT_2,noun,x,
キャプテン,キャプテン,captain,captain,JLPT_2,noun,x,
キャンプ,キャンプ,camp,camp,JLPT_3,noun,x,
旧,きゅう,kyuu,ex-,JLPT_2,other,x,
級,きゅう,kyuu,class; grade; rank,JLPT_2,noun,x,
球,きゅう,kyuu,globe; sphere; ball,JLPT_2,noun,x,
休暇,きゅうか,kyuuka,vacation; holiday; day off,JLPT_3,noun,x,
休憩,きゅうけい,kyuukei,rest; break; intermission,JLPT_2,noun,o,
急激,きゅうげき,kyuugeki,sudden; precipitous; radical,JLPT_2,adjective,x,
吸収,きゅうしゅう,kyuushuu,absorption; suction,JLPT_2,noun,x,
救助,きゅうじょ,kyuujo,relief; aid; rescue,JLPT_2,noun,x,
急速,きゅうそく,kyuusoku,rapid (e.g.; progress),JLPT_2,noun,x,
休息,きゅうそく,kyuusoku,rest; relief; relaxation,JLPT_2,noun,x,
急に,きゅうに,kyuuni,suddenly,JLPT_2,adjective,x,
給料,きゅうりょう,kyuuryou,salary; wages,JLPT_3,noun,x,
器用,きよう,kiyou,skillful; handy,JLPT_2,noun,x,
教科書,きょうかしょ,kyoukasho,textbook,JLPT_3,noun,x,
競技,きょうぎ,kyougi,game; match; contest,JLPT_2,noun,x,
行儀,ぎょうぎ,gyougi,manners,JLPT_2,noun,x,
供給,きょうきゅう,kyoukyuu,supply; provision,JLPT_2,noun,x,
教授,きょうじゅ,kyouju,teaching; instruction; professor,JLPT_2,noun,x,
強調,きょうちょう,kyouchou,emphasis; stress; stressed point,JLPT_2,noun,x,
共通,きょうつう,kyoutsuu,commonness; mutual,JLPT_2,noun,x,
共同,きょうどう,kyoudou,cooperation; association; collaboration,JLPT_2,noun,x,
恐怖,きょうふ,kyoufu,fear; terror,JLPT_2,noun,x,
協力,きょうりょく,kyouryoku,cooperation; collaboration,JLPT_2,noun,o,
強力,きょうりょく,kyouryoku,powerful; strong,JLPT_2,adjective,x,
許可,きょか,kyoka,permission; approval,JLPT_3,noun,o,transitive
局,きょく,kyoku,office; bureau; station(TV; radio),JLPT_2,noun,x,
巨大,きょだい,kyodai,huge; gigantic; enormous,JLPT_2,adjective,x,
嫌う,きらう,kirau,to hate; to dislike; to loathe,JLPT_3,verb,x,transitive
霧,きり,kiri,fog; mist,JLPT_2,noun,x,
切れ,きれ,kire,cloth; piece; cut,JLPT_2,noun,x,
切れる,きれる,kireru,to cut well; to be sharp; to break (off),JLPT_3,verb,x,intransitive
記録,きろく,kiroku,record; minutes; document,JLPT_2,noun,o,
議論,ぎろん,giron,argument; discussion; dispute,JLPT_2,noun,o,
金,きん,kin,gold; metal; money,JLPT_2,noun,x,
銀,ぎん,gin,silver,JLPT_2,noun,x,
禁煙,きんえん,kinen,No Smoking,JLPT_2,noun,x,
金額,きんがく,kingaku,amount of money,JLPT_2,noun,x,
金庫,きんこ,kinko,safe; vault,JLPT_2,noun,x,
禁止,きんし,kinshi,prohibition; ban,JLPT_2,noun,x,
金銭,きんせん,kinsen,money; cash,JLPT_2,noun,x,
金属,きんぞく,kinzoku,metal,JLPT_2,noun,x,
近代,きんだい,kindai,modern times,JLPT_2,noun,x,
緊張,きんちょう,kinchou,tension; mental strain; nervousness,JLPT_2,noun,x,
筋肉,きんにく,kinniku,muscle; sinews,JLPT_2,noun,x,
金融,きんゆう,kinyuu,finance; money and banking,JLPT_2,noun,x,
句,く,ku,phrase,JLPT_2,noun,x,
食う,くう,kuu,(male) (vulg.) to eat,JLPT_3,verb,x,transitive
偶然,ぐうぜん,guuzen,(by) chance; unexpectedly,JLPT_3,noun,x,
臭い,くさい,kusai,stinky; smelly; bad-smelling,JLPT_2,adjective,x,
鎖,くさり,kusari,chain,JLPT_2,noun,x,
腐る,くさる,kusaru,to rot; to go bad,JLPT_3,verb,x,intransitive
癖,くせ,kuse,a habit (often a bad habit); peculiarity,JLPT_2,noun,x,
管,くだ,kuda,pipe; tube,JLPT_2,noun,x,
具体,ぐたい,gutai,concrete; tangible; material,JLPT_2,noun,x,
下り,くだり,kudari,down-train (going away from Tokyo),JLPT_2,noun,x,
下る,くだる,kudaru,to get down; to descend,JLPT_2,verb,x,intransitive
苦痛,くつう,kutsuu,pain; agony,JLPT_2,noun,x,
ぐっすり,ぐっすり,gussuri,sound asleep; fast asleep,JLPT_2,adverb,x,
区別,くべつ,kubetsu,distinction; differentiation; classification,JLPT_2,noun,x,
組,くみ,kumi,class; team; set,JLPT_2,noun,x,
組合,くみあい,kumiai,association; union,JLPT_2,noun,x,
組む,くむ,kumu,to put together,JLPT_3,verb,x,both
汲む,くむ,kumu,to draw; to scoop; to pump,JLPT_2,verb,x,transitive
酌む,くむ,kumu,to serve sake,JLPT_2,verb,x,transitive
悔しい,くやしい,kuyashii,regrettable; mortifying; vexing,JLPT_2,adjective,x,
位,くらい,kurai,grade; rank; about,JLPT_2,noun,x,
暮らし,くらし,kurashi,living; life style,JLPT_3,noun,x,
クラシック,クラシック,classic,classic(s),JLPT_2,noun,x,
暮らす,くらす,kurasu,to live (on; by; with; etc) (v.i.); to get along,JLPT_3,verb,o,both
グラス,グラス,glass,glass; grass,JLPT_2,noun,x,
グランド,グランド,grand,gland; grand; (electrical) ground,JLPT_2,noun,x,
クリーム,クリーム,cream,cream,JLPT_2,noun,x,
繰り返す,くりかえす,kurikaesu,to repeat; to do something over again,JLPT_3,verb,x,both
クリスマス,クリスマス,christmas,Christmas,JLPT_3,noun,x,
狂う,くるう,kuruu,to go mad; to get out of order,JLPT_3,verb,x,intransitive
グループ,グループ,group,group,JLPT_2,noun,x,
苦しい,くるしい,kurushii,tough; physically strenuous,JLPT_3,adjective,x,
苦しむ,くるしむ,kurushimu,to suffer; to groan; to be worried,JLPT_3,verb,x,intransitive
暮れ,くれ,kure,year end;,JLPT_2,noun,x,
苦労,くろう,kurou,hardship; suffering,JLPT_3,noun,x,
加える,くわえる,kuwaeru,to append; to sum up; to add (up),JLPT_3,verb,x,transitive
咥える,くわえる,kuwaeru,to hold something in the mouth,JLPT_2,verb,x,transitive
詳しい,くわしい,kuwashii,detailed; full; accurate,JLPT_3,adjective,x,
加わる,くわわる,kuwawaru,to join in; to accede to,JLPT_3,verb,x,intransitive
訓,くん,kun,native Japanese reading of a Chinese character,JLPT_2,noun,x,
軍,ぐん,gun,army; force; troops,JLPT_2,noun,x,
郡,ぐん,gun,country; district,JLPT_2,noun,x,
軍隊,ぐんたい,guntai,army; troops,JLPT_2,noun,x,
訓練,くんれん,kunren,practice; training,JLPT_2,noun,x,
下,げ,ge,under; below; beneath,JLPT_2,noun,x,
計,けい,kei,plan; sum; total,JLPT_2,noun,x,
敬意,けいい,keii,respect; honor,JLPT_2,noun,x,
経営,けいえい,keiei,management; administration,JLPT_2,noun,x,
景気,けいき,keiki,condition; state; business (condition),JLPT_2,noun,x,
傾向,けいこう,keikou,tendency; trend; inclination,JLPT_2,noun,x,
警告,けいこく,keikoku,warning,JLPT_2,noun,x,
計算,けいさん,keisan,calculation; reckoning,JLPT_2,noun,o,
掲示,けいじ,keiji,notice; bulletin,JLPT_2,noun,x,
刑事,けいじ,keiji,criminal case; (police) detective,JLPT_2,noun,x,
芸術,げいじゅつ,geijutsu,(fine) art; the arts,JLPT_3,noun,x,
契約,けいやく,keiyaku,contract; compact; agreement,JLPT_2,noun,o,
経由,けいゆ,keiyu,go by the way; via,JLPT_2,noun,x,
ケース,ケース,case,case,JLPT_1,noun,x,
ゲーム,ゲーム,game,game,JLPT_2,noun,x,
劇,げき,geki,drama; play,JLPT_2,noun,x,
劇場,げきじょう,gekijou,theater; playhouse,JLPT_2,noun,x,
化粧,けしょう,keshou,make-up (cosmetic),JLPT_2,noun,x,
けち,けち,kechi,stinginess; miser,JLPT_2,noun,x,
血液,けつえき,ketsueki,blood,JLPT_2,noun,x,
結果,けっか,kekka,result; consequence,JLPT_3,noun,x,
欠陥,けっかん,kekkan,defect; fault; deficiency,JLPT_2,noun,x,
結局,けっきょく,kekkyoku,after all; eventually,JLPT_2,noun,x,
決心,けっしん,kesshin,determination; resolution,JLPT_2,noun,x,
欠席,けっせき,kesseki,absence; non-attendance,JLPT_2,noun,o,
決定,けってい,kettei,decision; determination,JLPT_2,noun,o,
欠点,けってん,ketten,faults; defect; weakness,JLPT_2,noun,x,
結論,けつろん,ketsuron,conclusion,JLPT_2,noun,x,
煙,けむり,kemuri,smoke; fumes,JLPT_2,noun,x,
蹴る,ける,keru,to kick (with the feet),JLPT_2,verb,o,transitive
券,けん,ken,ticket; certificate,JLPT_2,noun,x,
県,けん,ken,prefecture,JLPT_3,noun,x,
見解,けんかい,kenkai,opinion; point of view,JLPT_2,noun,x,
限界,げんかい,genkai,limit; bound,JLPT_2,noun,x,
現金,げんきん,genkin,cash,JLPT_3,noun,x,
言語,げんご,gengo,language,JLPT_2,noun,x,
健康,けんこう,kenkou,health(y),JLPT_2,adjective,x,
検査,けんさ,kensa,inspection; examination,JLPT_2,noun,x,
現在,げんざい,genzai,now (same as 今 (いま)); present; current,JLPT_3,noun,x,
現実,げんじつ,genjitsu,reality,JLPT_2,noun,x,
現象,げんしょう,genshou,phenomenon,JLPT_2,noun,x,
現状,げんじょう,genjou,present condition; status quo,JLPT_2,noun,x,
建設,けんせつ,kensetsu,construction; foundation,JLPT_2,noun,x,
現代,げんだい,gendai,today; present-day,JLPT_2,noun,x,
建築,けんちく,kenchiku,construction; architecture,JLPT_2,noun,x,
見当,けんとう,kentou,estimate; guess,JLPT_2,noun,x,
検討,けんとう,kentou,consideration; examination; investigation,JLPT_2,noun,o,
現場,げんば,genba,actual spot; scene; field,JLPT_2,noun,x,
憲法,けんぽう,kenpou,constitution,JLPT_2,noun,x,
権利,けんり,kenri,right; privilege,JLPT_2,noun,x,
後,ご,go,afterwards; since then,JLPT_2,noun,x,
碁,ご,go,Go (board game of capturing territory),JLPT_2,noun,x,
恋,こい,koi,love; tender passion,JLPT_2,noun,x,
濃い,こい,koi,thick (as of color; liquid); dense; strong,JLPT_2,adjective,x,
恋人,こいびと,koibito,lover; sweetheart; girlfriend,JLPT_3,noun,x,
幸運,こううん,kouun,good luck; fortune,JLPT_2,noun,x,
講演,こうえん,kouen,lecture; talk,JLPT_3,noun,x,
効果,こうか,kouka,effect; result,JLPT_2,noun,x,
硬貨,こうか,kouka,coin,JLPT_2,noun,x,
高価,こうか,kouka,high price,JLPT_2,noun,x,
豪華,ごうか,gouka,luxurious; gorgeous; extravagance,JLPT_2,noun,x,
合格,ごうかく,goukaku,success; passing (e.g.; exam),JLPT_2,noun,x,
交換,こうかん,koukan,exchange; swap,JLPT_2,noun,o,
航空,こうくう,koukuu,aviation; flying,JLPT_2,noun,x,
光景,こうけい,koukei,scene; spectacle,JLPT_2,noun,x,
合計,ごうけい,goukei,sum total; total amount,JLPT_2,noun,x,
攻撃,こうげき,kougeki,attack; strike; offensive,JLPT_2,noun,x,
貢献,こうけん,kouken,contribution; services,JLPT_2,noun,o,
広告,こうこく,koukoku,advertisement,JLPT_3,noun,o,transitive
交際,こうさい,kousai,friendship; association; acquaintance,JLPT_2,noun,x,
校舎,こうしゃ,kousha,school building,JLPT_2,noun,x,
後者,こうしゃ,kousha,the latter,JLPT_2,noun,x,
工場,こうば,kouba,factory; plant,JLPT_2,noun,x,
公正,こうせい,kousei,justice; fairness; impartiality,JLPT_2,adjective,x,
構成,こうせい,kousei,organization; composition,JLPT_2,noun,x,
高速,こうそく,kousoku,high speed; high gear,JLPT_2,noun,x,
行動,こうどう,koudou,action; conduct; behavior,JLPT_2,noun,x,
強盗,ごうとう,goutou,robbery; burglary,JLPT_2,noun,x,
後輩,こうはい,kouhai,junior members of a group,JLPT_3,noun,x,
幸福,こうふく,koufuku,happiness; blessedness,JLPT_2,adjective,x,
公平,こうへい,kouhei,fairness; impartial; justice,JLPT_2,adjective,x,
候補,こうほ,kouho,candidacy,JLPT_2,noun,x,
考慮,こうりょ,kouri,consideration; taking into account,JLPT_2,noun,x,
越える,こえる,koeru,to exceed; to cross over; to cross,JLPT_2,verb,x,transitive
超える,こえる,koeru,to exceed; to cross over; to cross,JLPT_2,verb,x,transitive
コーチ,コーチ,coach,coach,JLPT_2,noun,x,
コード,コード,code,code; cord; chord,JLPT_2,noun,x,
氷,こおり,koori,ice; hail,JLPT_2,noun,x,
凍る,こおる,kooru,to freeze; to be frozen over; to congeal,JLPT_3,verb,x,intransitive
ゴール,ゴール,goal,goal,JLPT_2,noun,x,
誤解,ごかい,gokai,misunderstanding,JLPT_3,noun,x,
語学,ごがく,gogaku,language study,JLPT_3,noun,x,
呼吸,こきゅう,kokyuu,breath; respiration,JLPT_2,noun,x,
故郷,こきょう,kokyou,hometown,JLPT_2,noun,x,
極,ごく,goku,quite; very,JLPT_2,adverb,x,
国語,こくご,kokugo,national language,JLPT_2,noun,x,
国籍,こくせき,kokuseki,nationality,JLPT_2,noun,x,
黒板,こくばん,kokuban,blackboard,JLPT_3,noun,x,
克服,こくふく,kokufuku,conquest; overcome,JLPT_2,noun,x,
国民,こくみん,kokumin,national; people; citizen,JLPT_2,noun,x,
穀物,こくもつ,kokumotsu,grain; cereal; corn,JLPT_2,noun,x,
腰,こし,koshi,hip; waist,JLPT_2,noun,x,
胡椒,こしょう,koshou,pepper,JLPT_2,noun,x,
個人,こじん,kojin,individual; private person,JLPT_3,noun,x,
越す,こす,kosu,to go over (e.g.; with audience),JLPT_2,verb,x,transitive
超す,こす,kosu,to cross; to pass; to tide over,JLPT_2,verb,x,transitive
国家,こっか,kokka,state; country; nation,JLPT_2,noun,x,
国会,こっかい,kokkai,National Diet; parliament; congress,JLPT_2,noun,x,
国境,こっきょう,kokkyou,national or state border,JLPT_2,noun,x,
骨折,こっせつ,kossetsu,bone fracture,JLPT_2,noun,x,
小包,こづつみ,kozutsumi,parcel; package,JLPT_2,noun,x,
琴,こと,koto,Japanese harp,JLPT_2,noun,x,
異なる,ことなる,kotonaru,to differ; to vary,JLPT_3,verb,x,intransitive
諺,ことわざ,kotowaza,proverb; saying,JLPT_2,noun,x,
断る,ことわる,kotowaru,to refuse; to decline; to dismiss,JLPT_3,verb,o,transitive
粉,こな,kona,flour; powder,JLPT_2,noun,x,
好み,このみ,konomi,liking; taste; choice,JLPT_2,noun,x,
好む,このむ,konomu,to like; to prefer,JLPT_3,verb,o,transitive
こぼす,こぼす,kobosu,to spill,JLPT_2,verb,x,transitive
こぼれる,こぼれる,koboreru,to overflow; to spill,JLPT_2,verb,x,intransitive
塵,ごみ,gomi,garbage; litter,JLPT_2,noun,x,
小麦,こむぎ,komugi,wheat,JLPT_2,noun,x,
ごめんなさい,ごめんなさい,gomennasai,I beg your pardon; excuse me; I'm sorry,JLPT_3,other,x,
小屋,こや,koya,hut; cabin; shed,JLPT_2,noun,x,
これら,これら,korera,these,JLPT_2,noun,x,
殺す,ころす,korosu,to kill,JLPT_3,verb,x,transitive
転ぶ,ころぶ,korobu,to fall down (on the floor) (v.i.); to fall over,JLPT_3,verb,o,intransitive
今回,こんかい,konkai,now; this time; lately,JLPT_2,noun,x,
今後,こんご,kongo,from now on; hereafter,JLPT_2,noun,x,
混雑,こんざつ,konzatsu,confusion; congestion,JLPT_2,noun,x,
こんなに,こんなに,konnani,so; like this; in this way,JLPT_2,adverb,x,
困難,こんなん,konnan,difficulty; distress,JLPT_2,adjective,x,
今日,こんにち,konnichi,today; this day,JLPT_2,noun,x,
こんにちは,こんにちは,konnichiha,hello; good day (daytime greeting),JLPT_2,other,x,
婚約,こんやく,konyaku,engagement; betrothal,JLPT_2,noun,x,
混乱,こんらん,konran,chaos; confusion; mayhem,JLPT_2,noun,x,
差,さ,sa,difference; variation,JLPT_2,noun,x,
サービス,サービス,service,service; support system; goods or services without charge,JLPT_2,noun,x,
際,さい,sai,on the occasion of; circumstances,JLPT_2,noun,x,
最高,さいこう,saikou,highest; supreme; the most,JLPT_2,noun,x,
財産,ざいさん,zaisan,property; fortune; assets,JLPT_2,noun,x,
最終,さいしゅう,saishuu,last; closing,JLPT_2,noun,x,
最中,さいちゅう,saichuu,in the middle of,JLPT_2,noun,x,
最低,さいてい,saitei,least; lowest; worst,JLPT_3,noun,x,
才能,さいのう,sainou,talent; ability,JLPT_2,noun,x,
裁判,さいばん,saiban,trial; judgment,JLPT_2,noun,x,
材料,ざいりょう,zairyou,ingredients; material,JLPT_2,noun,x,
幸い,さいわい,saiwai,fortunately; luckily,JLPT_3,adverb,x,
サイン,サイン,sign,autograph; sign; sine,JLPT_2,noun,x,
境,さかい,sakai,border; boundary; mental state,JLPT_2,noun,x,
逆らう,さからう,sakarau,to go against; to oppose; to disobey,JLPT_3,verb,x,intransitive
盛り,さかり,sakari,helping; serving,JLPT_3,verb,x,unspecified
作業,さぎょう,sagyou,work; operation; manufacturing,JLPT_2,noun,x,
裂く,さく,saku,to tear; to split,JLPT_2,verb,x,transitive
昨,さく,saku,last (year); yesterday,JLPT_2,other,x,
作品,さくひん,sakuhin,work; opus; production,JLPT_2,noun,x,
作物,さくもつ,sakumotsu,produce (e.g.; agricultural); crops,JLPT_2,noun,x,
桜,さくら,sakura,cherry blossom; cherry tree,JLPT_2,noun,x,
酒,さけ,sake,alcohol; sake,JLPT_2,noun,x,
叫ぶ,さけぶ,sakebu,to shout; to cry,JLPT_3,verb,x,intransitive
